text	kind	city	script	has_diacritic
Križni put - XII.	amenity	Mostar	latin	1
Križni put - XIII.	amenity	Mostar	latin	1
Križni put - XIV.	amenity	Mostar	latin	1
Krojačnica kafe - radionica	amenity	Banja Luka	latin	1
Krupska parking	amenity	Bihać	latin	0
Kulluk	amenity	Mostar	latin	0
Kult Art	amenity	Banja Luka	latin	0
Kulturno-umjetničko društvo Ilićka	amenity	Brčko	latin	1
Kumrovec	amenity	Sarajevo	latin	0
Kuvajtska Ambasada	amenity	Sarajevo	latin	0
Kuća Mira "Bejt Šalom"	amenity	Doboj	latin	1
Kuća djeteta Isusa	amenity	Livno	latin	1
Kužno groblje	amenity	Zenica	latin	1
Kvin	amenity	Tuzla	latin	0
KŠC "Petar Barbarić"	amenity	Travnik	latin	1
LIJA d.o.o	amenity	Zenica	latin	0
LIvnoputovi spremište	amenity	Livno	latin	1
LOTRIČ Metrology doo	amenity	Mostar	latin	1
LUTRIJA BiH	amenity	Sarajevo	latin	0
La Caffeteria	amenity	Brčko	latin	0
La Casa	amenity	Brčko	latin	0
La Costa Bianca	amenity	Trebinje	latin	0
La Dolce Vita	amenity	Sarajevo	latin	0
La Kafeta	amenity	Mostar	latin	0
La Liberta (ex. Klub žrtava turbofolka)	amenity	Sarajevo	latin	1
La Linea	amenity	Tuzla	latin	0
La Perla	amenity	Sarajevo	latin	0
La Stanza	amenity	Banja Luka	latin	0
La Verna	amenity	Istočno Sarajevo	latin	0
La Vita	amenity	Bihać	latin	0
La pasta di mamma	amenity	Sarajevo	latin	0
La pont	amenity	Prijedor	latin	0
Labirint	amenity	Mostar	latin	0
Laboratirije Fakulteta elektrotehnike Tuzla	amenity	Tuzla	latin	0
Lafayette	amenity	Prijedor	latin	0
Lagero	amenity	Mostar	latin	0
Laguna	amenity	Banja Luka	latin	0
Lajpcig	amenity	Travnik	latin	0
Lampica	amenity	Mostar	latin	0
Lanaco	amenity	Banja Luka	latin	0
Lasersk	amenity	Brčko	latin	0
Lasta	amenity	Mostar	latin	0
Latinski most	amenity	Sarajevo	latin	0
Laura	amenity	Doboj	latin	0
Lawanda	amenity	Bijeljina	latin	0
Lazina njiva	amenity	Banja Luka	latin	0
Lazy Bar Stari most	amenity	Mostar	latin	0
Le Coq	amenity	Banja Luka	latin	0
Le Mond	amenity	Bihać	latin	0
LePont	amenity	Prijedor	latin	0
Lea apartmani	amenity	Trebinje	latin	0
Leftor d.o.o.	amenity	Tuzla	latin	0
Leipzig Square Apartment	amenity	Travnik	latin	0
Lejla Apartman	amenity	Sarajevo	latin	0
Lejla Apartment Sarajevo	amenity	Sarajevo	latin	0
Lejla Kosić	amenity	Banja Luka	latin	1
Leonhart 3	amenity	Mostar	latin	0
Leskovački roštilj	amenity	Doboj	latin	1
Li Pharma	amenity	Livno	latin	0
Li-Pharma	amenity	Livno	latin	0
Libertas	amenity	Sarajevo	latin	0
Limenka	amenity	Tuzla	latin	0
Limikom	amenity	Prijedor	latin	0
Linea M	amenity	Sarajevo	latin	0
Linnovate Business Park	amenity	Livno	latin	0
Lipa	amenity	Travnik	latin	0
Little House	amenity	Mostar	latin	0
Livanjka craft	amenity	Livno	latin	0
Livanjska pijaca	amenity	Livno	latin	0
Livnoputovi d.o.o. Livno	amenity	Livno	latin	0
Ljekarna	amenity	Mostar	latin	0
Ljekarna "Lupriv"	amenity	Livno	latin	0
Ljekarna / Apoteka	amenity	Brčko	latin	0
Ljekarna Balinovac	amenity	Mostar	latin	0
Ljekarna Lupriv	amenity	Mostar	latin	0
Ljekarna Pharmacy	amenity	Mostar	latin	0
Ljekarna T&M	amenity	Mostar	latin	0
Ljetna Basta(Summer bar)	amenity	Mostar	latin	0
Ljetna bašta	amenity	Mostar	latin	1
Ljetna bašta Oscar	amenity	Mostar	latin	1
Ljetna pozornica	amenity	Banja Luka	latin	0
Ljetnikovac Radobolja	amenity	Mostar	latin	0
Ljetno kino	amenity	Goražde	latin	0
Ljubicina voda	amenity	Goražde	latin	0
Local Steak House	amenity	Bijeljina	latin	0
Logomed	amenity	Banja Luka	latin	0
Logosoft Dobrinja	amenity	Sarajevo	latin	0
Logosoft Importanne	amenity	Sarajevo	latin	0
Logosoft d.o.o.	amenity	Sarajevo	latin	0
Loko	amenity	Banja Luka	latin	0
London	amenity	Tuzla	latin	0
Londža (ruševine)	amenity	Trebinje	latin	1
Lončarica džamija	amenity	Travnik	latin	1
Lotrek	amenity	Banja Luka	latin	0
Lounge Bar Hugo's	amenity	Tuzla	latin	0
Lovac Travnik	amenity	Travnik	latin	0
Lovačka Kuća	amenity	Bihać	latin	1
Lovačka kuća	amenity	Tuzla	latin	1
Lovački dom Beli Vuk	amenity	Istočno Sarajevo	latin	1
Lovački savez Republike Srpske	amenity	Banja Luka	latin	1
Lovely Bosnian Home	amenity	Mostar	latin	0
Lu	amenity	Banja Luka	latin	0
Luka Sarajevo	amenity	Sarajevo	latin	0
Lukavica - MTB City road	amenity	Sarajevo	latin	0
Lukačka džamija	amenity	Travnik	latin	1
Luke	amenity	Tuzla	latin	0
Lukijan Pizza Café	amenity	Banja Luka	latin	0
Lupriv	amenity	Sarajevo	latin	0
Lutkarsko kazalište Mostar	amenity	Mostar	latin	1
Lutvina kahva	amenity	Travnik	latin	0
Luxe	amenity	Livno	latin	0
Luxor	amenity	Istočno Sarajevo	latin	0
Luxury Apartment Crystal	amenity	Mostar	latin	0
Lybra Pharm	amenity	Livno	latin	0
Lyon	amenity	Cazin	latin	0
M Lux apartments	amenity	Banja Luka	latin	0
M M	amenity	Trebinje	latin	0
M&B	amenity	Livno	latin	0
M3	amenity	Livno	latin	0
MB Studenac	amenity	Banja Luka	latin	0
MEGA4	amenity	Zvornik	latin	0
MEGAKOP laminati	amenity	Sarajevo	latin	0
MF Banka	amenity	Banja Luka	latin	0
MF banka	amenity	Istočno Sarajevo	latin	0
MG	amenity	Trebinje	latin	0
MI BOSPO	amenity	Tuzla	latin	0
MK Istok Club House	amenity	Banja Luka	latin	0
MKR Kremenović d.o.o.	amenity	Banja Luka	latin	1
MM	amenity	Tuzla	latin	0
MN Food	amenity	Tuzla	latin	0
MOJAapoteka	amenity	Trebinje	latin	0
MOOD - Night & Lounge Bar	amenity	Mostar	latin	0
MUP HNŽ	amenity	Mostar	latin	1
MUP Prijedor	amenity	Prijedor	latin	0
MUP Republike Srpske	amenity	Trebinje	latin	0
MZ Brod	amenity	Brčko	latin	0
MZ Klanac	amenity	Brčko	latin	0
MZ Mosnik	amenity	Tuzla	latin	0
Ma Lu	amenity	Istočno Sarajevo	latin	0
MaToni Apartment	amenity	Livno	latin	0
MacTire Pub	amenity	Banja Luka	latin	0
Macado	amenity	Banja Luka	latin	0
Macchiato	amenity	Sarajevo	latin	0
Madera	amenity	Banja Luka	latin	0
Maggio	amenity	Banja Luka	latin	0
Magic Star	amenity	Banja Luka	latin	0
Majevička Kuća	amenity	Brčko	latin	1
Majstor za pivo	amenity	Istočno Sarajevo	latin	0
Makedonka	amenity	Tuzla	latin	0
Maksuz Doner	amenity	Travnik	latin	0
Mala Bašta	amenity	Sarajevo	latin	1
Mala Kavana	amenity	Livno	latin	0
Mala luka	amenity	Banja Luka	latin	0
Mala pijaca	amenity	Tuzla	latin	0
Mali Pab	amenity	Brčko	latin	0
Mali kuk	amenity	Mostar	latin	0
Mali plato	amenity	Doboj	latin	0
Mali puž	amenity	Mostar	latin	1
Malina	amenity	Bijeljina	latin	0
Malo groblje	amenity	Livno	latin	0
Maltezovo kolo	amenity	Trebinje	latin	0
Mama	amenity	Bihać	latin	0
Mama Mia	amenity	Tuzla	latin	0
MamaMia	amenity	Tuzla	latin	0
ManCoM 2	amenity	Trebinje	latin	0
ManCom	amenity	Trebinje	latin	0
Mandi	amenity	Mostar	latin	0
Manolo	amenity	Sarajevo	latin	0
Manđarija	amenity	Istočno Sarajevo	latin	1
Mara Pečet	amenity	Tuzla	latin	1
Maranello	amenity	Sarajevo	latin	0
Maraschino	amenity	Mostar	latin	0
Maraton	amenity	Banja Luka	latin	0
Marcaffe	amenity	Tuzla	latin	0
Marcello	amenity	Banja Luka	latin	0
Marco Polo	amenity	Banja Luka	latin	0
Marina	amenity	Prijedor	latin	0
Mariner	amenity	Banja Luka	latin	0
Marinita	amenity	Livno	latin	0
Marinko	amenity	Prijedor	latin	0
Market Pirana	amenity	Brčko	latin	0
Marquee	amenity	Sarajevo	latin	0
Marshall	amenity	Mostar	latin	0
Martell	amenity	Banja Luka	latin	0
Mash	amenity	Sarajevo	latin	0
Maslina	amenity	Mostar	latin	0
Master	amenity	Prijedor	latin	0
Matića voda	amenity	Travnik	latin	1
Matična biblioteka	amenity	Sarajevo	latin	1
Mattino cafe Banja Luka	amenity	Banja Luka	latin	0
Matulića pećina	amenity	Trebinje	latin	1
Mayer’s	amenity	Sarajevo	latin	0
Mazel Tov Concept Bar	amenity	Mostar	latin	0
Mazića Han	amenity	Zenica	latin	1
Mašinska škola Prijedor	amenity	Prijedor	latin	1
Mašinski fakultet	amenity	Zenica	latin	1
Mašnica	amenity	Sarajevo	latin	1
McMisko	amenity	Prijedor	latin	0
Med	amenity	Banja Luka	latin	0
Medenjak Caffe bar	amenity	Doboj	latin	0
Medeno	amenity	Banja Luka	latin	0
Medex-Pharm	amenity	Tuzla	latin	0
Media pro informatika	amenity	Prijedor	latin	0
Mediacentar	amenity	Sarajevo	latin	0
Medica	amenity	Bihać	latin	0
Medical Institute Bayer	amenity	Tuzla	latin	0
Medicinska škola Bihać	amenity	Bihać	latin	1
Medicinska škola Doboj	amenity	Doboj	latin	1
Medicinski specijalistički centar	amenity	Banja Luka	latin	1
Medico	amenity	Banja Luka	latin	0
Mediflor	amenity	Tuzla	latin	0
Medresa "Džemaludin Čaušević"	amenity	Cazin	latin	1
Medresa Džemaludin Čaušević	amenity	Cazin	latin	1
Meeting Point	amenity	Sarajevo	latin	0
Megapolis	amenity	Mostar	latin	0
Megi	amenity	Mostar	latin	0
Mejdanska (Dželal vaiz Mehmed-Ali) džamija	amenity	Tuzla	latin	1
Mejtaš	amenity	Sarajevo	latin	1
Mek roštilj	amenity	Banja Luka	latin	1
Mekteb Obarak	amenity	Goražde	latin	0
Mekteb Vršani	amenity	Tuzla	latin	1
Melina	amenity	Sarajevo	latin	0
Mellain hotel	amenity	Tuzla	latin	0
Menjačnica "DOLAR"	amenity	Zvornik	latin	1
Mepas	amenity	Mostar	latin	0
Meraje	amenity	Brčko	latin	0
Mercator garaža	amenity	Tuzla	latin	1
Mesh Solutions	amenity	Zenica	latin	0
Meteori	amenity	Banja Luka	latin	0
Metropolis	amenity	Sarajevo	latin	0
Metropolis 2	amenity	Livno	latin	0
Metropolis Midtown	amenity	Sarajevo	latin	0
Metropolitan	amenity	Mostar	latin	0
Mezarje	amenity	Travnik	latin	0
Mezeari	amenity	Bihać	latin	0
Međunarodna galerija portreta	amenity	Tuzla	latin	1
MiG Tours	amenity	Banja Luka	latin	0
Michelangelo	amenity	Mostar	latin	0
Michelangelo Pizza Grill	amenity	Mostar	latin	0
Michele's	amenity	Sarajevo	latin	0
Midžića jezero	amenity	Bihać	latin	1
Mikrografija d.o.o.	amenity	Sarajevo	latin	0
Mikrokreditna fondacija MIKRO ALDI - CENTRALNI URED	amenity	Goražde	latin	0
Milana Buljić	amenity	Banja Luka	latin	1
Milkman 1	amenity	Sarajevo	latin	0
Milky	amenity	Banja Luka	latin	0
Miloš Stevanović	amenity	Banja Luka	latin	1
Milošević	amenity	Bijeljina	latin	1
Mimar	amenity	Cazin	latin	0
Minaret	amenity	Mostar	latin	0
Minero	amenity	Tuzla	latin	0
Ministarstvo Privrede BPK	amenity	Goražde	latin	0
Ministarstvo obrazovanja, znanosti, kulture i športa	amenity	Travnik	latin	1
Ministarstvo pravde BiH	amenity	Sarajevo	latin	0
Ministarstvo rudarstva i energetike FBiH	amenity	Mostar	latin	0
Ministarstvo unutarnjih poslova Hercegbosanske Županije	amenity	Livno	latin	1
Ministarstvo unutrašnjih poslova USK	amenity	Bihać	latin	1
Ministarstvo unutrašnjih poslova Zenica	amenity	Zenica	latin	1
Ministarstvo za pitanja branitelja Hercegovačko-neretvanske županije	amenity	Mostar	latin	1
Ministarstvo zdravstva FBiH	amenity	Mostar	latin	0
Mirage	amenity	Sarajevo	latin	0
Mirakul	amenity	Livno	latin	0
Mirsen	amenity	Sarajevo	latin	0
Mirza Muradbegović	amenity	Tuzla	latin	1
Mitropolija Vladičin dvor	amenity	Mostar	latin	1
Mixer	amenity	Banja Luka	latin	0
Mjenačnica	amenity	Bihać	latin	1
Mjenjačnica	amenity	Prijedor	latin	1
Mjenjačnica Keš	amenity	Tuzla	latin	1
Mjenjačnica Nebac	amenity	Trebinje	latin	1
Mjesna zajednica	amenity	Istočno Sarajevo	latin	0
Mjesna zajednica "Bulevar" i "Pobrđe"	amenity	Banja Luka	latin	1
Mjesna zajednica / Omladinski klub Grčica	amenity	Brčko	latin	1
Mjesna zajednica Centar 1	amenity	Banja Luka	latin	0
Mjesna zajednica Jalija	amenity	Zenica	latin	0
Mjesna zajednica Kočićev vijenac	amenity	Banja Luka	latin	1
Mjesna zajednica Luke	amenity	Bihać	latin	0
Mjesna zajednica Obilićevo 1	amenity	Banja Luka	latin	1
Mjesna zajednica Obilićevo 2	amenity	Banja Luka	latin	1
Mjesna zajednica Rodoč I	amenity	Mostar	latin	1
Mjesna zajednica Rosulje	amenity	Banja Luka	latin	0
Mješovita srednja škola "Travnik"	amenity	Travnik	latin	1
Mladost-Trade d.o.o.	amenity	Zvornik	latin	0
Mlecni restoran‚ RAFFAELO	amenity	Zvornik	latin	0
Mliječni restoran "Čardak"	amenity	Cazin	latin	1
Mlin	amenity	Bihać	latin	0
Mlin na Dumanu	amenity	Livno	latin	0
Mlječni	amenity	Mostar	latin	1
Mobil	amenity	Banja Luka	latin	0
Mocca	amenity	Mostar	latin	0
Mod	amenity	Sarajevo	latin	0
Modena	amenity	Banja Luka	latin	0
Moj Caffe	amenity	Mostar	latin	0
Moja Apoteka - Gradska apoteka	amenity	Banja Luka	latin	0
Moja Apteka	amenity	Prijedor	latin	0
Moja Kafanica	amenity	Bijeljina	latin	0
Moja apoteka	amenity	Banja Luka	latin	0
Moja apoteka Borik	amenity	Banja Luka	latin	0
Moja apoteka Bulevar	amenity	Banja Luka	latin	0
Moja apoteka Centar 2	amenity	Banja Luka	latin	0
Moja apoteka Janja 2	amenity	Banja Luka	latin	0
Moja apoteka Kočićev vijenac	amenity	Banja Luka	latin	1
Moja apoteka Nova varoš	amenity	Banja Luka	latin	1
Moja apoteka Nova varoš 1	amenity	Banja Luka	latin	1
Moja apoteka Starčevica	amenity	Banja Luka	latin	1
Moja apoteka Zdravlje	amenity	Banja Luka	latin	0
Moja apoteka Zmijanje	amenity	Banja Luka	latin	0
Moja kafana	amenity	Banja Luka	latin	0
Mojmilo	amenity	Sarajevo	latin	0
Mojnovistan	amenity	Banja Luka	latin	0
Molos	amenity	Banja Luka	latin	0
Mon Ami	amenity	Goražde	latin	0
Monaco	amenity	Bijeljina	latin	0
Monarch	amenity	Livno	latin	0
Mondo	amenity	Bijeljina	latin	0
Monnet	amenity	Banja Luka	latin	0
Montana	amenity	Sarajevo	latin	0
Monte Rosa	amenity	Mostar	latin	0
Monza	amenity	Banja Luka	latin	0
Moon Bar	amenity	Banja Luka	latin	0
More	amenity	Livno	latin	0
More screens	amenity	Mostar	latin	0
Moskva	amenity	Sarajevo	latin	0
Moskva Apartman	amenity	Brčko	latin	0
Most	amenity	Mostar	latin	0
Most Dolac Malta	amenity	Sarajevo	latin	0
Most ispod mosta	amenity	Goražde	latin	0
Most na Dumanu	amenity	Livno	latin	0
Mostar Downtown Hostel	amenity	Mostar	latin	0
Mostarski Sajam	amenity	Mostar	latin	0
Mostarski Zvonik Mira	amenity	Mostar	latin	0
Mostarski sajam	amenity	Mostar	latin	0
Mostarski teatar mladih - MTM	amenity	Mostar	latin	0
Motel	amenity	Tuzla	latin	0
Motel Atlantis	amenity	Prijedor	latin	0
Motel Aura	amenity	Mostar	latin	0
Motel Bacchus	amenity	Livno	latin	0
Motel Brđak Ilija	amenity	Bijeljina	latin	1
Motel Huremagić	amenity	Cazin	latin	1
Motel Imzit	amenity	Sarajevo	latin	0
Motel Mig	amenity	Banja Luka	latin	0
Motel Panorama	amenity	Livno	latin	0
Motel Rekić	amenity	Bihać	latin	1
Motel Richi	amenity	Zenica	latin	0
Motel Rio Mare	amenity	Bihać	latin	0
Motel Royal	amenity	Tuzla	latin	0
Motel San	amenity	Trebinje	latin	0
Motel Stovrela	amenity	Cazin	latin	0
Motel Tomić	amenity	Bijeljina	latin	1
Moto Klub "Goražde"	amenity	Goražde	latin	1
Mozaik	amenity	Tuzla	latin	0
Mozaik prijateljstva	amenity	Banja Luka	latin	0
Mr. Pet	amenity	Sarajevo	latin	0
Mr. Stefan Browne	amenity	Banja Luka	latin	0
Mrkva	amenity	Sarajevo	latin	0
Mrkva Express	amenity	Sarajevo	latin	0
Mrvica	amenity	Sarajevo	latin	0
Mtel	amenity	Bihać	latin	0
Mujkovo kolo / Kolo na Kaldrmi	amenity	Trebinje	latin	0
Multiplex Ekran/ 29 Novembar	amenity	Zenica	latin	0
Musala	amenity	Mostar	latin	0
Museum of War and Genocide Victims 1992-1995	amenity	Mostar	latin	0
Music Club PREMIUM	amenity	Sarajevo	latin	0
Muslibegovića kuća	amenity	Mostar	latin	1
Mut Vak	amenity	Sarajevo	latin	0
Muzej Alije Izetbegovića	amenity	Sarajevo	latin	1
Muzej Gorica	amenity	Livno	latin	0
Muzej Hercegovine	amenity	Trebinje	latin	0
Muzej Hercegovine Mostar	amenity	Mostar	latin	0
Muzej Kozare	amenity	Prijedor	latin	0
Muzej Republike Srpske	amenity	Banja Luka	latin	0
Muzej Semberije	amenity	Bijeljina	latin	0
Muzej Soni trg	amenity	Tuzla	latin	0
Muzej Stari most	amenity	Mostar	latin	0
Muzej USK	amenity	Bihać	latin	0
Muzej bosanskog jezika	amenity	Tuzla	latin	0
Muzejsko-memorijalni centar "Rorovi"	amenity	Goražde	latin	0
Muzička škola	amenity	Bihać	latin	1
Muzička škola ''Vojin Komadina''	amenity	Zvornik	latin	1
Muzički centar "Pavarotti"	amenity	Mostar	latin	1
Muzički paviljon - At mejdan	amenity	Sarajevo	latin	1
My Way	amenity	Banja Luka	latin	0
My name is Luka	amenity	Sarajevo	latin	0
My way	amenity	Mostar	latin	0
Mystic	amenity	Mostar	latin	0
NGV	amenity	Brčko	latin	0
NIS Petrol	amenity	Bijeljina	latin	0
NK Troglav 1918	amenity	Livno	latin	0
NLB	amenity	Sarajevo	latin	0
NLB Banka	amenity	Banja Luka	latin	0
NLB Razvojna Banka	amenity	Banja Luka	latin	0
NLB Tuzlanska Banka	amenity	Brčko	latin	0
NLB banka	amenity	Banja Luka	latin	0
NOOVA	amenity	Sarajevo	latin	0
NOVITAS	amenity	Livno	latin	0
NSoft d.o.o. Mostar	amenity	Mostar	latin	0
NUB RS - Odjeljenje Obilićevo	amenity	Banja Luka	latin	1
NUTRITIO - Veterinarska klinika	amenity	Bijeljina	latin	0
Nabavio Fraancjeo Nuic	amenity	Mostar	latin	0
Nacionalna kuća	amenity	Doboj	latin	1
Nacionalni Restoran Aščinica Balkan	amenity	Mostar	latin	1
Nacionalni restoran	amenity	Mostar	latin	0
Nacionalni restoran kod Rasima	amenity	Zenica	latin	0
Nadbiskupska velika gimnazija	amenity	Travnik	latin	0
Nagib	amenity	Sarajevo	latin	0
Nahla	amenity	Bihać	latin	0
Napoli Food Bar	amenity	Trebinje	latin	0
Napolitano	amenity	Mostar	latin	0
Nargila bar "Damask"	amenity	Sarajevo	latin	0
Nargila bar Divan	amenity	Goražde	latin	0
Narodna biblioteka	amenity	Doboj	latin	0
Narodna biblioteka Trebinje	amenity	Trebinje	latin	0
Narodna i univerzitetska biblioteka Republike Srpske	amenity	Banja Luka	latin	0
Narodno pozorište Tuzla	amenity	Tuzla	latin	1
Natali	amenity	Trebinje	latin	0
Navigo softver i komunikacije	amenity	Banja Luka	latin	0
Naš dom Travnik	amenity	Travnik	latin	1
Naša banka	amenity	Brčko	latin	1
Naša kafana	amenity	Zvornik	latin	1
Naša priča	amenity	Brčko	latin	1
Naša stvar	amenity	Banja Luka	latin	1
Nela	amenity	Tuzla	latin	0
Neno	amenity	Bijeljina	latin	0
Neodent d.o.o.	amenity	Tuzla	latin	0
Neretva	amenity	Sarajevo	latin	0
Nes Petrol	amenity	Banja Luka	latin	0
Nest	amenity	Banja Luka	latin	0
Nest co-working space	amenity	Sarajevo	latin	0
Nestro	amenity	Tuzla	latin	0
Nestro Petrol	amenity	Banja Luka	latin	0
Nestro petrol	amenity	Banja Luka	latin	0
Netex doo	amenity	Doboj	latin	0
Networks	amenity	Sarajevo	latin	0
New Academy	amenity	Prijedor	latin	0
Newage Carwash	amenity	Sarajevo	latin	0
News Bar	amenity	Mostar	latin	0
Nešcović	amenity	Bijeljina	latin	1
Nešković	amenity	Sarajevo	latin	1
Nešković BP	amenity	Banja Luka	latin	1
Nešković osiguranje vozila i tehnički pregled	amenity	Banja Luka	latin	1
NiP Mostar	amenity	Mostar	latin	0
Ninon	amenity	Banja Luka	latin	0
Nirina	amenity	Tuzla	latin	0
Niđe veze	amenity	Mostar	latin	1
Niže banje	amenity	Sarajevo	latin	1
Njambi	amenity	Zvornik	latin	0
Njemačka evangelička crkva, Novo Selo (Franz Josefsfeld)	amenity	Bijeljina	latin	1
No Flash	amenity	Mostar	latin	0
NoMasVello Zmaja od Bosne	amenity	Sarajevo	latin	0
Nom Nom	amenity	Istočno Sarajevo	latin	0
Nostalgija	amenity	Travnik	latin	0
Nostra Cucina	amenity	Sarajevo	latin	0
Nostro Cafe	amenity	Bihać	latin	0
Notar Jelena Stević	amenity	Trebinje	latin	1
Notar Maja Popara	amenity	Trebinje	latin	0
Notar Nikola Brkić	amenity	Trebinje	latin	1
Nova Banka	amenity	Sarajevo	latin	0
Nova Banka filijala Bijeljina	amenity	Bijeljina	latin	0
Nova Consulting d.o.o.	amenity	Banja Luka	latin	0
Nova banka	amenity	Sarajevo	latin	0
Nova banka centrala	amenity	Banja Luka	latin	0
Novavet Brčko	amenity	Brčko	latin	1
Novi Grad	amenity	Sarajevo	latin	0
Novi Općinski Sud Zenica	amenity	Zenica	latin	1
Novo	amenity	Mostar	latin	0
Noćni klub "ART"	amenity	Mostar	latin	1
Noćni klub "Time Square"	amenity	Mostar	latin	1
Nuklearna	amenity	Banja Luka	latin	0
Nula	amenity	Banja Luka	latin	0
Nura	amenity	Tuzla	latin	0
OIL AC	amenity	Mostar	latin	0
OIL-AC	amenity	Mostar	latin	0
OK	amenity	Prijedor	latin	0
OKC Abrašević	amenity	Mostar	latin	1
OMCAFE	amenity	Zenica	latin	0
ORANIKA	amenity	Banja Luka	latin	0
OS Kamenica	amenity	Bihać	latin	0
OSA, SIPA	amenity	Goražde	latin	0
OSCE	amenity	Sarajevo	latin	0
Obavještajno-sigurnosna agencija BiH	amenity	Brčko	latin	1
Obdanište	amenity	Tuzla	latin	1
Obdanište "Jelenko"	amenity	Tuzla	latin	1
Obdanište - vrtić "Trešnjica"	amenity	Sarajevo	latin	1
Obdanište Aladin	amenity	Tuzla	latin	1
Obdanište Bambi	amenity	Tuzla	latin	1
Obdanište Poletarac	amenity	Tuzla	latin	1
Obdanište Pčelica	amenity	Tuzla	latin	1
Obdanište Sunčica	amenity	Tuzla	latin	1
Obdanište „Naša djeca“ Brčko	amenity	Brčko	latin	1
Obrazovni centar Cerovac	amenity	Trebinje	latin	0
Odbojkaški savez Federacije BiH	amenity	Tuzla	latin	1
Odjel za autoškole i vozačke ispite	amenity	Travnik	latin	1
Odjel za kulturu, sport i informiranje	amenity	Travnik	latin	0
Odjeljenje za protetiku i ortotiku	amenity	Tuzla	latin	0
Odred izviđača "22. april"	amenity	Banja Luka	latin	1
Office bar	amenity	Banja Luka	latin	0
Office of the European Union	amenity	Banja Luka	latin	0
Ogi	amenity	Sarajevo	latin	0
Ognjište	amenity	Trebinje	latin	1
Oil Tojaga	amenity	Mostar	latin	0
Okružni privredni sud Istočno Sarajevo	amenity	Sarajevo	latin	1
Okružni privredni sud u Banjoj Luci	amenity	Banja Luka	latin	1
Okružni privredni sud u Trebinju	amenity	Trebinje	latin	1
Okružni sud u Banjoj Luci	amenity	Banja Luka	latin	1
Okružni sud u Trebinju	amenity	Trebinje	latin	1
Okus	amenity	Bihać	latin	0
Old Bridge Terrace Apartment	amenity	Mostar	latin	0
Old Story Pub	amenity	Tuzla	latin	0
Old story	amenity	Tuzla	latin	0
Oldbridž Craft Beer Garden	amenity	Mostar	latin	1
Olimpija	amenity	Banja Luka	latin	0
Omega	amenity	Trebinje	latin	0
Omer Lakise	amenity	Mostar	latin	0
Omladinski centar "Juvenis"	amenity	Doboj	latin	0
Omladinski centar Brčko	amenity	Brčko	latin	1
Oniks	amenity	Travnik	latin	0
Onyx	amenity	Cazin	latin	0
Opera	amenity	Mostar	latin	0
Optima IT	amenity	Tuzla	latin	0
Optima d.o.o.	amenity	Mostar	latin	0
Općina Novi Grad	amenity	Sarajevo	latin	1
Općina Travnik	amenity	Travnik	latin	1
Općinski sud Cazin	amenity	Cazin	latin	1
Općinski sud u Goraždu	amenity	Goražde	latin	1
Općinski sud u Zenici	amenity	Zenica	latin	1
Orange	amenity	Sarajevo	latin	0
Ordinacija Salus	amenity	Tuzla	latin	0
Orhideen	amenity	Sarajevo	latin	0
Orhideja	amenity	Banja Luka	latin	0
Orient Express	amenity	Zenica	latin	0
Orijent	amenity	Bihać	latin	0
Ornament Hotel	amenity	Sarajevo	latin	0
Oroundo	amenity	Banja Luka	latin	0
Ortofizik	amenity	Brčko	latin	0
Oscar	amenity	Sarajevo	latin	0
Osman Pašina Džamija	amenity	Trebinje	latin	1
Osman Đikić	amenity	Mostar	latin	1
Osnovna glazbena škola Franjo S. Vilhar	amenity	Livno	latin	1
Osnovna muzička škola	amenity	Zenica	latin	1
Osnovna muzička škola "Marcos Portugal"	amenity	Doboj	latin	1
Osnovna muzička škola „Avdo Smailović“	amenity	Goražde	latin	1
Osnovna śkola Behaudin Selmanović	amenity	Sarajevo	latin	1
Osnovna śkola Sokolje	amenity	Sarajevo	latin	0
Osnovna Škola Kalibunar	amenity	Travnik	latin	1
Osnovna škola	amenity	Zvornik	latin	1
Osnovna škola "Aleksa Šantić" - područno odjeljenje Drakulić	amenity	Banja Luka	latin	1
